lt_label,ref_period,sex,x,n,nMx,nqx,npx,lx,ndx,nLx,Tx,ex
Adjusted,2020.5,Females,0,1,0.0122090467734267,0.0120722602493592,0.987927739750641,1e+05,1207.22602493592,98879.6297810469,7544160.46359583,75.4416046359583
Adjusted,2020.5,Females,1,4,0.000479246486569435,0.00191470267195751,0.998085297328043,98792.7739750641,189.15878830015,394700.417428609,7445280.83381478,75.3626053226729
Adjusted,2020.5,Females,5,5,0.000252477890150477,0.00126159313981696,0.998738406860183,98603.615186764,124.397644480773,492707.081822618,7050580.41638617,71.5042790574337
Adjusted,2020.5,Females,10,5,0.000342905445816952,0.0017130586862035,0.998286941313797,98479.2175422832,168.700679021333,491974.336013863,6557873.33456356,66.5914443496452
Adjusted,2020.5,Females,15,5,0.000531381000177127,0.00265338011144196,0.997346619888558,98310.5168632618,260.855170190559,490900.446390833,6065898.99854969,61.70142515868
Adjusted,2020.5,Females,20,5,0.00053927542953288,0.00269274681717326,0.997307253182827,98049.6616930713,264.022914448933,489588.251179234,5574998.55215886,56.8589269548986
Adjusted,2020.5,Females,25,5,0.000702603958362608,0.00350685995759397,0.996493140042406,97785.6387786223,342.920541060499,488070.892540461,5085410.30097963,52.0056969970051
Adjusted,2020.5,Females,30,5,0.000730015817009369,0.00364342968180714,0.996356570318193,97442.7182375618,355.025691902703,486326.026958053,4597339.40843917,47.179917510419
Adjusted,2020.5,Females,35,5,0.00102365371257266,0.00510520366116034,0.99489479633884,97087.6925456592,495.652443437708,484199.331619702,4111013.38148111,42.3433009240358
Adjusted,2020.5,Females,40,5,0.00162305178202192,0.0080824632690796,0.99191753673092,96592.0401022214,780.701616211668,481008.446470578,3626814.04986141,37.5477528585505
Adjusted,2020.5,Females,45,5,0.00278528021607022,0.0138300993252588,0.986169900674741,95811.3384860098,1325.08032774751,475743.99161068,3145805.60339084,32.8333332265281
Adjusted,2020.5,Females,50,5,0.00601075608984499,0.0296088514882344,0.970391148511766,94486.2581582623,2797.62958548696,465437.216827594,2670061.61178015,28.258729510781
Adjusted,2020.5,Females,55,5,0.0100637786796985,0.049083967923728,0.950916032076272,91688.6285727753,4500.44170383671,447192.038604285,2204624.39495256,24.0446872122501
Adjusted,2020.5,Females,60,5,0.0185385169186465,0.0885869097789628,0.911413090221037,87188.1868689386,7723.73204395001,416631.604234818,1757432.35634828,20.1567714556337
Adjusted,2020.5,Females,65,5,0.0269501304038568,0.12624486320388,0.87375513679612,79464.4548249886,10031.9792289516,372242.326052564,1340800.75211346,16.8729623209071
Adjusted,2020.5,Females,70,5,0.0408470261513539,0.185311564911544,0.814688435088456,69432.475596037,12866.6407083842,314995.776209225,968558.426060894,13.9496455764596
Adjusted,2020.5,Females,75,5,0.0576314122862571,0.251868253528923,0.748131746471077,56565.8348876528,14247.1380425586,247211.329331868,653562.64985167,11.5540175646613
Adjusted,2020.5,Females,80,Inf,0.104143126177024,1,0,42318.6968450943,42318.6968450943,406351.320519802,406351.320519802,9.60216998191682
Adjusted,2020.5,Males,0,1,0.0144581641812776,0.0142637840821222,0.985736215917878,1e+05,1426.37840821222,98655.5685997318,7511585.63469153,75.1158563469154
Adjusted,2020.5,Males,1,4,0.000602671534217452,0.0024072592867576,0.997592740713242,98573.6215917878,237.29226600616,393733.986978954,7412930.0660918,75.2019652558792
Adjusted,2020.5,Males,5,5,0.000172251045563847,0.000860884507178055,0.999139115492822,98336.3293257816,84.6562224093244,491470.006072885,7019196.07911285,71.3794802718203
Adjusted,2020.5,Males,10,5,0.000182768021688472,0.000913422747271149,0.999086577252729,98251.6731033723,89.7453131700692,491034.002233936,6527726.07303997,66.4388286413406
Adjusted,2020.5,Males,15,5,0.000234752805296023,0.00117307556952819,0.998826924430472,98161.9277902022,115.151359348477,490521.76055264,6036692.07080603,61.4972852174218
Adjusted,2020.5,Males,20,5,0.000322064537577659,0.00160902716141657,0.998390972838583,98046.7764308538,157.759926366581,489839.482338352,5546170.31025339,56.566574773264
Adjusted,2020.5,Males,25,5,0.000444148345547413,0.00221827861579414,0.997781721384206,97889.0165044872,217.145112033024,488902.219742353,5056330.82791504,51.6537095628421
Adjusted,2020.5,Males,30,5,0.000468603561387067,0.00234027615258601,0.997659723847414,97671.8713924542,228.579151398208,487787.909083775,4567428.60817268,46.7629885969969
Adjusted,2020.5,Males,35,5,0.000648784918531151,0.00323867158944748,0.996761328410552,97443.2922410559,315.586822163336,486427.494149872,4079640.69908891,41.8668192059507
Adjusted,2020.5,Males,40,5,0.00105180709410317,0.00524524301099269,0.994754756989007,97127.7054188926,509.458418022203,484364.881049408,3593213.20493904,36.9947296648492
Adjusted,2020.5,Males,45,5,0.00213592233009709,0.0106228874939643,0.989377112506036,96618.2470008704,1026.3647677543,480525.323084966,3108848.32388963,32.1766169475381
Adjusted,2020.5,Males,50,5,0.00309306078536848,0.0153466337492494,0.984653366250751,95591.8822331161,1467.01360603301,474291.877150498,2628323.00080466,27.4952531470724
Adjusted,2020.5,Males,55,5,0.0057178179570391,0.0281861811533481,0.971813818846652,94124.8686270831,2653.02059815805,463991.791640021,2154031.12365417,22.8848247553822
Adjusted,2020.5,Males,60,5,0.0099359549889268,0.0484756453685317,0.951524354631468,91471.8480289251,4434.1568662544,446273.847978989,1690039.33201414,18.4760597761152
Adjusted,2020.5,Males,65,5,0.0197744867048132,0.0942148097662671,0.905785190233733,87037.6911626707,8200.23951538612,414687.857024888,1243765.48403516,14.2899641226764
Adjusted,2020.5,Males,70,5,0.0421898543445505,0.190822353475693,0.809177646524307,78837.4516472846,15043.948065361,356577.38807302,829077.627010267,10.5162915554339
Adjusted,2020.5,Males,75,5,0.0878238341968912,0.360063728093468,0.639936271906532,63793.5035819236,22969.7267278514,261543.201089989,472500.238937247,7.40671404464347
Adjusted,2020.5,Males,80,Inf,0.193517017828201,1,0,40823.7768540722,40823.7768540722,210957.037847257,210957.037847257,5.16750418760469
Adjusted,2020.5,Both,0,1,0.0133546692435332,0.0131898985208563,0.986810101479144,1e+05,1318.98985208563,98766.1939081221,7524946.55942579,75.2494655942579
Adjusted,2020.5,Both,1,4,0.00054274771836341,0.00216813629328785,0.997831863706712,98681.0101479144,213.95387956,394205.028084047,7426180.36551767,75.2544015752014
Adjusted,2020.5,Both,5,5,0.000211444057188569,0.00105666172383794,0.998943338276162,98467.0562683544,104.046369417766,492075.165418228,7031975.33743363,71.4144974362718
Adjusted,2020.5,Both,10,5,0.000260991846926334,0.00130410833052723,0.998695891669473,98363.0098989366,128.276020624936,491494.359443121,6539900.1720154,66.4873937747009
Adjusted,2020.5,Both,15,5,0.000379594170586737,0.00189617141389582,0.998103828586104,98234.7338783117,186.269894231718,490707.994655979,6048405.81257228,61.5709492333409
Adjusted,2020.5,Both,20,5,0.000428637198300268,0.00214089182681507,0.997859108173185,98048.46398408,209.911155175288,489717.542032462,5557697.8179163,56.6831706697486
Adjusted,2020.5,Both,25,5,0.000571960059013449,0.00285571690504341,0.997144283094957,97838.5528289047,279.399209278486,488494.266121327,5067980.27588384,51.7994198539146
Adjusted,2020.5,Both,30,5,0.000598677528067213,0.00298891415099726,0.997011085849003,97559.1536196262,291.595934813016,487066.778261099,4579486.00976251,46.9406082346459
Adjusted,2020.5,Both,35,5,0.000837528646240785,0.0041788933739283,0.995821106626072,97267.5576848132,406.470752307254,485321.611543298,4092419.23150141,42.0738356026429
Adjusted,2020.5,Both,40,5,0.00133835961722915,0.00666948267046086,0.993330517329539,96861.0869325059,646.013340738351,482690.401310684,3607097.61995811,37.2399044259289
Adjusted,2020.5,Both,45,5,0.0024583065620024,0.0122164533414776,0.987783546658522,96215.0735917676,1175.40695728067,478136.850565636,3124407.21864743,32.4731572924221
Adjusted,2020.5,Both,50,5,0.00451944391937175,0.0223447549298647,0.977655245070135,95039.6666344869,2123.63805956365,469889.238023526,2646270.36808179,27.8438515389483
Adjusted,2020.5,Both,55,5,0.00781531081351189,0.0383276969073175,0.961672303092682,92916.0285749233,3561.25738105131,455676.999421988,2176381.13005827,23.4230967836011
Adjusted,2020.5,Both,60,5,0.0142322097378277,0.0687160940325497,0.93128390596745,89354.7711938719,6140.11085961507,431423.578820322,1720704.13063628,19.2569921857098
Adjusted,2020.5,Both,65,5,0.0234747524147206,0.110867305693498,0.889132694306502,83214.6603342569,9225.78518545867,393008.838707638,1289280.55181596,15.4934304440729
Adjusted,2020.5,Both,70,5,0.0414910273395158,0.187958643642415,0.812041356357585,73988.8751487982,13906.8486175961,335177.254200001,896271.713108322,12.1136010150964
Adjusted,2020.5,Both,75,5,0.0711876235896243,0.302162535795398,0.697837464204602,60082.0265312021,18154.5374923944,255023.788925025,561094.458908321,9.3388071492051
