DataLabel;TimeRef;TimeRef1;TimeRef2;AgeStart;Sex;expos
midyear estimates;2025-07-01;2025-01-01;2026-01-01;45;Both;87996
midyear estimates;2025-07-01;2025-01-01;2026-01-01;50;Both;69653
midyear estimates;2025-07-01;2025-01-01;2026-01-01;55;Both;55787
midyear estimates;2025-07-01;2025-01-01;2026-01-01;60;Both;46935
midyear estimates;2025-07-01;2025-01-01;2026-01-01;65;Both;30104
midyear estimates;2025-07-01;2025-01-01;2026-01-01;70;Both;20688
midyear estimates;2025-07-01;2025-01-01;2026-01-01;75;Both;12528
midyear estimates;2025-07-01;2025-01-01;2026-01-01;80;Both;8832
midyear estimates;2025-07-01;2025-01-01;2026-01-01;0;Males;36433
midyear estimates;2025-07-01;2025-01-01;2026-01-01;1;Males;139955
midyear estimates;2025-07-01;2025-01-01;2026-01-01;5;Males;153908
midyear estimates;2025-07-01;2025-01-01;2026-01-01;10;Males;143755
midyear estimates;2025-07-01;2025-01-01;2026-01-01;15;Males;130009
midyear estimates;2025-07-01;2025-01-01;2026-01-01;20;Males;105170
midyear estimates;2025-07-01;2025-01-01;2026-01-01;25;Males;95007
midyear estimates;2025-07-01;2025-01-01;2026-01-01;30;Males;93485
midyear estimates;2025-07-01;2025-01-01;2026-01-01;35;Males;73791
midyear estimates;2025-07-01;2025-01-01;2026-01-01;40;Males;53126
midyear estimates;2025-07-01;2025-01-01;2026-01-01;45;Males;43767
midyear estimates;2025-07-01;2025-01-01;2026-01-01;50;Males;34951
midyear estimates;2025-07-01;2025-01-01;2026-01-01;55;Males;28323
midyear estimates;2025-07-01;2025-01-01;2026-01-01;60;Males;24023
midyear estimates;2025-07-01;2025-01-01;2026-01-01;65;Males;14826
midyear estimates;2025-07-01;2025-01-01;2026-01-01;70;Males;9793
midyear estimates;2025-07-01;2025-01-01;2026-01-01;75;Males;5847
midyear estimates;2025-07-01;2025-01-01;2026-01-01;80;Males;3579
midyear estimates;2025-07-01;2025-01-01;2026-01-01;0;Females;35090
midyear estimates;2025-07-01;2025-01-01;2026-01-01;1;Females;134978
midyear estimates;2025-07-01;2025-01-01;2026-01-01;5;Females;148168
midyear estimates;2025-07-01;2025-01-01;2026-01-01;10;Females;137714
midyear estimates;2025-07-01;2025-01-01;2026-01-01;15;Females;124565
midyear estimates;2025-07-01;2025-01-01;2026-01-01;20;Females;100776
midyear estimates;2025-07-01;2025-01-01;2026-01-01;25;Females;91867
midyear estimates;2025-07-01;2025-01-01;2026-01-01;30;Females;91706
midyear estimates;2025-07-01;2025-01-01;2026-01-01;35;Females;73251
midyear estimates;2025-07-01;2025-01-01;2026-01-01;40;Females;54024
midyear estimates;2025-07-01;2025-01-01;2026-01-01;45;Females;44229
midyear estimates;2025-07-01;2025-01-01;2026-01-01;50;Females;34702
midyear estimates;2025-07-01;2025-01-01;2026-01-01;55;Females;27464
midyear estimates;2025-07-01;2025-01-01;2026-01-01;60;Females;22912
midyear estimates;2025-07-01;2025-01-01;2026-01-01;65;Females;15278
midyear estimates;2025-07-01;2025-01-01;2026-01-01;70;Females;10895
midyear estimates;2025-07-01;2025-01-01;2026-01-01;75;Females;6681
midyear estimates;2025-07-01;2025-01-01;2026-01-01;80;Females;5253
